Address,Longitude,Latitude,Neighbourhood,Apartment Building,Apartment Building Property Type,Year Built,Year Registered,Apartment Building Units,Apartment Building Storeys,Property Management Or Landlord,RentSafeTO Evaluation Completed On,RentSafeTO Score,Has AGI,Dates AGI Initiated,Received TDF,Received TDF Year,TDF Reduced Increase By
22 Robina Ave,-79.4354338,43.6807591,Oakwood Village,TRUE,PRIVATE,1950,2017,20,3,Mantler Management Ltd.,2020-10-26,69,FALSE,,FALSE,,
440 Winona Dr,-79.4358514,43.6884075,Oakwood Village,TRUE,PRIVATE,1955,2017,130,6,Myriad Property Management,2020-11-12,76,FALSE,,FALSE,,
375 Westmount Ave,-79.4445571,43.6853703,Oakwood Village,TRUE,PRIVATE,1953,2017,30,3,Olympia Properties Inc.,2020-10-26,75,FALSE,,FALSE,,
50 4th St,-79.5012247,43.5991211,New Toronto,TRUE,PRIVATE,1958,2017,11,3,Alto Properties Inc.,2020-11-10,81,FALSE,,FALSE,,
3078 Lake Shore Blvd W,-79.5123631,43.5996144,New Toronto,TRUE,SOCIAL HOUSING,1992,2017,55,7,,2019-10-30,76,FALSE,,FALSE,,
44 Arcadian Circle,-79.526703,43.59333,Long Branch,TRUE,PRIVATE,1957,2017,13,3,,2020-11-23,84,FALSE,,FALSE,,
5 Hill Heights Rd,-79.492491,43.638454,Stonegate-Queensway,TRUE,PRIVATE,1968,2017,36,5,Shallow's Apartments,2021-05-03,83,FALSE,,FALSE,,
2063 Islington Ave,-79.548031,43.701293,Kingsview Village-The Westway,TRUE,TCHC,1973,2017,162,12,TCH,2019-10-28,76,FALSE,,FALSE,,
300 Shaw St,-79.418898,43.650472,Trinity-Bellwoods,TRUE,SOCIAL HOUSING,1966,2017,32,3,,2020-12-10,78,FALSE,,FALSE,,
9 Craigton Dr,-79.3021103,43.7268372,Wexford/Maryvale,TRUE,PRIVATE,1956,2017,30,4,Metcap Living Management Inc,2019-11-21,81,TRUE,2018-05-03,FALSE,,
12 Craigton Dr,-79.3019451,43.7275668,Wexford/Maryvale,TRUE,PRIVATE,1960,2017,32,4,,2020-12-03,71,FALSE,,FALSE,,
40 Craigton Dr,-79.2987493,43.727428,Wexford/Maryvale,TRUE,PRIVATE,1955,2017,30,4,Metcap Living Management Inc,2021-04-21,89,TRUE,2017-07-05,TRUE,2018,0.7%
32 Craigton Dr,-79.2994481,43.7277005,Wexford/Maryvale,TRUE,PRIVATE,1955,2017,30,4,Metcap Living Management Inc,2019-11-21,79,TRUE,2017-07-06,TRUE,2018,0.25%
1637 Victoria Park Ave,-79.3052531,43.7321978,Wexford/Maryvale,TRUE,PRIVATE,1954,2019,26,4,,2021-04-22,89,FALSE,,FALSE,,
1765 Lawrence Ave E,-79.3064449,43.7423342,Wexford/Maryvale,TRUE,PRIVATE,1964,2017,103,7,,2020-12-17,75,FALSE,,FALSE,,
5 Damask Ave,-79.5393073,43.7417058,Humbermede,TRUE,PRIVATE,1973,2018,12,3,Danddmanagement,2020-10-20,65,FALSE,,FALSE,,
4800 Jane St,-79.521664,43.7711901,Black Creek,TRUE,PRIVATE,1973,2017,97,9,N.h.d. Developments Limited,2019-11-19,76,FALSE,,FALSE,,
4500 Jane St,-79.5204745,43.7664712,Black Creek,TRUE,PRIVATE,1967,2017,163,14,Greenwin Corp,2020-10-19,72,FALSE,,FALSE,,
2350 Finch Ave W,-79.5439697,43.7522109,Humber Summit,TRUE,TCHC,2008,2017,15,4,,2019-11-19,66,FALSE,,FALSE,,
25 Duncanwoods Dr,-79.557237,43.749566,Humber Summit,TRUE,PRIVATE,1960,2017,148,11,Cando Apartments Ltd.,2020-11-05,81,FALSE,,FALSE,,
35 Wynford Heights Crescent,-79.3262249,43.7263219,Banbury-Don Mills,TRUE,PRIVATE,1976,2017,217,25,M&R Property Management,2019-11-06,86,TRUE,"2021-02-25, 2018-06-08",FALSE,,
5 Dufresne Crt,-79.330719,43.715074,Flemingdon Park,TRUE,PRIVATE,1968,2017,218,28,Centurion,2019-11-06,87,TRUE,2018-09-06,FALSE,,
7 St Dennis Dr,-79.336214,43.716031,Flemingdon Park,TRUE,PRIVATE,1968,2017,278,17,Wj Properties,2019-11-06,86,FALSE,,FALSE,,
1059 Don Mills Rd,-79.3419283,43.7346424,Banbury-Don Mills,TRUE,PRIVATE,1966,2017,70,6,Ventawood Management Inc,2020-11-07,68,TRUE,2018-06-22,TRUE,2019,0.05%
821 Birchmount Rd,-79.2769822,43.7287326,Ionview,TRUE,PRIVATE,1960,2017,53,6,Rydel Management Inc.,2020-10-30,74,FALSE,,FALSE,,
2223 Eglinton Ave E,-79.2767123,43.7296334,Ionview,TRUE,PRIVATE,1971,2017,75,6,Greenwin Corp.,2019-11-20,78,FALSE,,FALSE,,
2233 Eglinton Ave E,-79.274987,43.7298511,Ionview,TRUE,PRIVATE,1958,2017,110,6,Yad Investments Ltd,2020-11-10,81,FALSE,,FALSE,,
14 Gulliver Rd,-79.477321,43.6995211,Brookhaven-Amesbury,TRUE,PRIVATE,1960,2017,57,6,Richtree Capital Corp,2019-11-06,72,FALSE,,FALSE,,
1619 Lawrence Ave W,-79.4911826,43.7052721,Brookhaven-Amesbury,TRUE,PRIVATE,1962,,24,4,,2019-11-05,67,FALSE,,FALSE,,
2417 Keele St,-79.4779869,43.709968,Maple Leaf,TRUE,PRIVATE,1950,2017,12,3,,2020-10-14,56,FALSE,,FALSE,,
20 Sanderling Pl,-79.3489211,43.733917,Banbury-Don Mills,TRUE,TCHC,1990,2017,90,5,,2021-04-20,80,FALSE,,FALSE,,
874 Lawrence Ave E,-79.3497713,43.7361451,Banbury-Don Mills,TRUE,PRIVATE,1960,,12,3,,2020-12-23,73,FALSE,,FALSE,,
868 Lawrence Ave E,-79.3507075,43.7359197,Banbury-Don Mills,TRUE,PRIVATE,1954,2018,31,4,Jelcoro Investments,2020-12-16,71,FALSE,,FALSE,,
75 Havenbrook Blvd,-79.3481005,43.7682645,Henry Farm,TRUE,PRIVATE,1974,2017,201,14,Medallion Corporation,2019-12-09,72,TRUE,"2020-02-04, 2018-08-09",FALSE,,
95 Havenbrook Blvd,-79.34728,43.768802,Henry Farm,TRUE,PRIVATE,1967,2017,198,14,Beaux Properties Management,2019-11-18,86,TRUE,"2019-11-18, 2017-12-27",FALSE,,
60 Clipper Rd,-79.330947,43.787442,Pleasant View,TRUE,PRIVATE,1972,2017,206,14,Schickedanz Bros. Properties,2019-11-18,89,FALSE,,FALSE,,
24 Mabelle Ave,-79.527158,43.646566,Islington-City Centre West,TRUE,PRIVATE,1973,2017,540,36,Wilstar Management Ltd.,2019-10-29,72,FALSE,,FALSE,,
2 Bexhill Crt,-79.5207638,43.6630996,Edenbridge-Humber Valley,TRUE,PRIVATE,1959,2017,14,4,Realstar,2020-12-02,80,FALSE,,FALSE,,
15 33rd St,-79.530754,43.592054,Long Branch,TRUE,PRIVATE,1970,2017,36,3,,2019-10-30,80,FALSE,,FALSE,,
2460 Weston Rd,-79.534156,43.707957,Weston,TRUE,PRIVATE,1973,2017,214,27,Greenwin Corp.,2020-10-20,74,FALSE,,FALSE,,
30 Falstaff Ave,-79.5052234,43.7164229,Rustic,TRUE,TCHC,1970,2017,221,19,,2019-11-26,71,FALSE,,FALSE,,
1 Greenbrook Dr,-79.4761985,43.6969088,Beechborough-Greenbrook,TRUE,PRIVATE,1950,2018,23,3,Villa Martins Inc.,2020-10-29,79,FALSE,,FALSE,,
15 Rosemount Dr,-79.2741028,43.7322721,Ionview,TRUE,PRIVATE,1969,2017,72,7,,2021-04-15,76,FALSE,,FALSE,,
2 Park Vista,-79.3005287,43.6980864,O'Connor-Parkview,TRUE,PRIVATE,1971,2017,121,11,Capreit,2019-12-05,87,TRUE,2020-06-24,FALSE,,
90 Eastdale Ave,-79.3012494,43.6946134,Taylor-Massey,TRUE,PRIVATE,1969,2017,383,24,"Preston Group - Toronto, On",2019-12-05,83,FALSE,,FALSE,,
2 Secord Ave,-79.302075,43.693085,Taylor-Massey,TRUE,PRIVATE,1971,2017,303,22,Preston Group,2019-12-04,89,FALSE,,FALSE,,
105 Isabella St,-79.3799624,43.6684708,Church-Yonge Corridor,TRUE,PRIVATE,1960,2017,221,11,,2020-11-19,78,FALSE,,FALSE,,
59 Isabella St,-79.382434,43.667945,Church-Yonge Corridor,TRUE,PRIVATE,1963,2017,101,14,Greenwin Corp.,2020-11-20,81,TRUE,"2020-01-29, 2018-01-29",FALSE,,
60 Gloucester St,-79.3827005,43.6673923,Church-Yonge Corridor,TRUE,PRIVATE,1960,2017,77,11,Hollyburn Properties Ltd,2019-12-03,69,TRUE,"2019-11-15, 2017-03-14",FALSE,,
48 Isabella St,-79.3834471,43.6683346,Church-Yonge Corridor,TRUE,PRIVATE,1960,2017,84,10,Hollyburn Properties Ltd,2019-11-27,81,TRUE,"2020-11-24, 2017-07-31, 2016-02-03",FALSE,,
77 Huntley St,-79.378672,43.671606,North St.James Town,TRUE,PRIVATE,1973,2017,561,29,Rpms,2020-11-26,83,TRUE,"2019-10-02, 2017-08-11",FALSE,,
58 Lewis St,-79.3483977,43.6578926,South Riverdale,TRUE,SOCIAL HOUSING,1987,2017,15,4,,2020-12-14,81,FALSE,,FALSE,,
1430 Woodbine Ave,-79.3187953,43.6985787,Old East York,TRUE,SOCIAL HOUSING,1992,2017,61,6,,2020-11-06,94,FALSE,,FALSE,,
145 Cosburn Ave,-79.346516,43.689554,Danforth East York,TRUE,PRIVATE,1965,2017,82,14,Greenwin Corp.,2019-12-04,93,TRUE,2019-01-07,FALSE,,
1700 Bloor St W,-79.4584255,43.6554066,High Park North,TRUE,SOCIAL HOUSING,1982,2017,115,9,Vilnius Manor,2021-04-23,80,FALSE,,FALSE,,
1778 Bloor St W,-79.4609436,43.6548279,High Park North,TRUE,PRIVATE,1924,2017,21,3,1778 Bloor Holdings,2020-10-28,73,TRUE,2019-10-09,FALSE,,
1914 Bloor St W,-79.4660517,43.6537352,High Park North,TRUE,PRIVATE,1914,2017,16,3,2054138 Ontario Ltd,2021-04-21,81,FALSE,,FALSE,,
1625 Dupont St,-79.4552245,43.6647881,Dovercourt-Wallace Emerson-Junction,TRUE,PRIVATE,1920,2017,10,4,,2020-11-30,69,FALSE,,FALSE,,
2750 Dundas St W,-79.4609244,43.6653929,Junction Area,TRUE,SOCIAL HOUSING,1997,2017,30,6,Mainstay Housing,2020-11-03,72,FALSE,,FALSE,,
859 Dundas St E,-79.3516784,43.6621178,South Riverdale,TRUE,TCHC,1973,2017,29,4,,2021-04-23,69,FALSE,,FALSE,,
39 Parkcrest Dr,-79.2190995,43.7359751,Scarborough Village,TRUE,PRIVATE,1976,2017,134,7,Myriad Property Managent,2020-11-14,82,TRUE,2018-02-12,FALSE,,
3379 Lawrence Ave E,-79.233455,43.75776,Woburn,TRUE,SOCIAL HOUSING,1992,2018,48,6,Precision Property Management,2021-04-23,78,FALSE,,FALSE,,
35 Brookwell Dr,-79.494747,43.74338,York University Heights,TRUE,PRIVATE,1965,2017,76,4,Gold Seal Management Inc.,2019-11-07,69,FALSE,,FALSE,,
45 Generation Blvd,-79.1670741,43.8043586,Rouge,TRUE,PRIVATE,1975,2017,12,3,Morguard Residential,2019-11-28,75,TRUE,2021-02-25,FALSE,,
355 Grandravine Dr,-79.5135619,43.7472156,Glenfield-Jane Heights,TRUE,PRIVATE,1971,2017,118,15,Fred Hageman's Holdings Ltd,2019-11-19,78,TRUE,2021-03-18,FALSE,,
14 Carluke Crescent,-79.3924864,43.7604062,St.Andrew-Windfields,TRUE,PRIVATE,1962,2017,101,7,Pinedale Properties Ltd,2019-10-28,86,FALSE,,FALSE,,
32 Brookwell Dr,-79.4942492,43.7444781,York University Heights,TRUE,PRIVATE,1964,2017,38,4,Gold Seal Management Inc.,2019-11-07,73,FALSE,,FALSE,,
78 Holly St,-79.396897,43.706348,Mount Pleasant West,TRUE,SOCIAL HOUSING,1993,2017,127,16,Greenwin Corp.,2019-12-09,79,FALSE,,FALSE,,
341 Forman Ave,-79.3857716,43.7088639,Mount Pleasant East,TRUE,PRIVATE,1955,2017,15,4,,2020-12-08,85,FALSE,,FALSE,,
445 Eglinton Ave E,-79.3826279,43.7096538,Mount Pleasant East,TRUE,PRIVATE,1963,2017,57,9,Hollyburn Properties Ltd,2019-10-30,95,TRUE,2021-01-22,FALSE,,
485 Eglinton Ave E,-79.3813641,43.7099428,Mount Pleasant East,TRUE,PRIVATE,1965,2017,108,12,,2020-12-08,86,FALSE,,FALSE,,
130 Eglinton Ave E,-79.394249,43.707873,Mount Pleasant West,TRUE,TCHC,1981,2017,266,15,,2019-12-02,77,FALSE,,FALSE,,
104 Rajah St,-79.4387398,43.7306811,Englemount-Lawrence,TRUE,PRIVATE,1967,2017,11,3,,2020-12-02,85,FALSE,,FALSE,,
641 Vaughan Rd,-79.4417899,43.6932374,Oakwood Village,TRUE,PRIVATE,1955,2017,45,4,,2020-11-18,80,FALSE,,FALSE,,
633 Northcliffe Blvd,-79.446952,43.6951322,Oakwood Village,TRUE,PRIVATE,1968,2017,86,11,,2020-11-20,73,FALSE,,FALSE,,
1050 Castlefield Ave,-79.4506855,43.7010951,Briar Hill-Belgravia,TRUE,PRIVATE,1959,2017,64,5,Signet Group Inc,2020-11-20,79,TRUE,2016-11-28,TRUE,2018,0.45%
75 Silver Springs Blvd,-79.303842,43.800234,L'Amoreaux,TRUE,PRIVATE,1978,2017,153,9,Metcap Living Management Inc.,2019-11-26,87,TRUE,2020-11-16,FALSE,,
1071 Don Mills Rd,-79.3426245,43.7365546,Banbury-Don Mills,TRUE,PRIVATE,1959,2017,61,4,,2019-11-05,83,FALSE,,FALSE,,
18 The Donway E,-79.3412581,43.7371508,Banbury-Don Mills,TRUE,PRIVATE,1963,2017,76,7,,2019-11-05,83,FALSE,,FALSE,,
7 Crown Hill Pl,-79.491176,43.6386285,Stonegate-Queensway,TRUE,PRIVATE,1958,2017,35,4,Ronci Mangement,2020-11-03,79,FALSE,,FALSE,,
9 Crown Hill Pl,-79.4910614,43.6396342,Stonegate-Queensway,TRUE,PRIVATE,1955,2017,60,5,,2019-10-30,82,FALSE,,FALSE,,
10 Hill Heights Rd,-79.492058,43.63906,Stonegate-Queensway,TRUE,PRIVATE,1954,2017,34,4,N/A,2021-05-03,69,FALSE,,FALSE,,
8 Hill Heights Rd,-79.4927581,43.6391024,Stonegate-Queensway,TRUE,PRIVATE,1957,2017,27,4,Skyview Management Ltd.,2021-04-28,78,FALSE,,FALSE,,
6 Hill Heights Rd,-79.4931493,43.6390253,Stonegate-Queensway,TRUE,PRIVATE,1964,2017,30,4,,2021-04-27,79,FALSE,,FALSE,,
164 Berry Rd,-79.4910605,43.6369258,Stonegate-Queensway,TRUE,PRIVATE,1952,2017,27,3,J&F Goncalves,2021-04-15,69,FALSE,,FALSE,,
168 Berry Rd,-79.4916794,43.636783,Stonegate-Queensway,TRUE,PRIVATE,1956,2017,22,4,Gold Seal Management Inc.,2019-10-30,74,FALSE,,FALSE,,
6 Kings Point Dr,-79.4937074309421,43.6393163328674,Stonegate-Queensway,TRUE,PRIVATE,1950,2017,16,3,Nowa Management,2020-11-16,69,FALSE,,FALSE,,
41 Spadina Rd,-79.404277,43.6688452,Annex,TRUE,PRIVATE,1905,2017,24,4,,2021-04-27,66,FALSE,,FALSE,,
50 Glen Everest Rd,-79.2532116,43.7018569,Birchcliffe-Cliffside,TRUE,PRIVATE,1952,2018,16,3,,2021-04-13,77,FALSE,,FALSE,,
6200 Bathurst St,-79.4468943,43.7910896,Westminster-Branson,TRUE,PRIVATE,1969,2017,181,14,Cromwell Management Inc.,2020-10-28,72,FALSE,,FALSE,,
88 Oxford St,-79.404684,43.6558586,Kensington-Chinatown,TRUE,PRIVATE,1895,2017,11,4,Turtledove Management,2021-04-29,67,FALSE,,FALSE,,
40 Falstaff Ave,-79.5043657,43.7164461,Rustic,TRUE,TCHC,1970,2017,224,19,TCH,2020-10-21,78,FALSE,,FALSE,,
720 Kennedy Rd,-79.267356,43.7295862,Kennedy Park,TRUE,PRIVATE,1965,2017,186,14,Amaz Property Management,2020-11-06,80,FALSE,,FALSE,,
2239 Eglinton Ave E,-79.274484,43.729807,Ionview,TRUE,PRIVATE,1960,2017,107,7,H & R Property Management Ltd.,2021-04-12,96,FALSE,,FALSE,,
2050 Keele St,-79.476508,43.697896,Brookhaven-Amesbury,TRUE,PRIVATE,1959,2017,187,9,Signet Group Inc,2020-12-09,83,TRUE,2018-12-12,FALSE,,
2354 Eglinton Ave E,-79.273453,43.7316775,Ionview,TRUE,PRIVATE,1960,2017,72,5,2585276 Ontario Limited,2019-11-25,83,TRUE,2021-04-09,FALSE,,
821 Kennedy Rd,-79.268574,43.735136,Ionview,TRUE,PRIVATE,1961,2017,59,6,1911715 Ontario,2020-12-15,81,TRUE,2016-10-25,FALSE,,
833 Kennedy Rd,-79.2689336,43.7363209,Ionview,TRUE,PRIVATE,1967,2017,54,7,Timbercreek/Hazelview,2020-12-14,83,TRUE,2017-03-09,FALSE,,
859 Kennedy Rd,-79.2696664,43.7380023,Ionview,TRUE,PRIVATE,1957,2017,34,5,Alto Properties Inc.,2019-11-25,87,FALSE,,FALSE,,
1809 Lawrence Ave W,-79.501443,43.703011,Brookhaven-Amesbury,TRUE,PRIVATE,1961,2017,32,4,Amg Apartments Inc,2019-11-06,89,FALSE,,FALSE,,
1750 Lawrence Ave W,-79.4984379,43.7044933,Rustic,TRUE,PRIVATE,1979,2017,70,4,,2019-03-11,89,FALSE,,FALSE,,
2460 Keele St,-79.4793856,43.7125468,Maple Leaf,TRUE,PRIVATE,1967,2018,57,8,Golden Equity Properties,2020-10-27,71,TRUE,2017-11-10,TRUE,2019,3.5%
335 Van Horne Ave,-79.3509599,43.7873282,Don Valley Village,TRUE,PRIVATE,1969,2017,125,14,,2019-11-07,86,FALSE,,FALSE,,
2600 Don Mills Rd,-79.348437,43.77642,Don Valley Village,TRUE,PRIVATE,1971,2017,226,19,Compten Management Inc.,2021-04-25,68,FALSE,,FALSE,,
20 Esterbrooke Ave,-79.350675,43.779793,Don Valley Village,TRUE,PRIVATE,1966,2017,134,15,,2019-01-09,93,FALSE,,FALSE,,
22 Elkhorn Dr,-79.381919,43.7709081,Bayview Village,TRUE,PRIVATE,1970,2017,223,5,Elm Place,2019-11-07,92,TRUE,2020-10-09,FALSE,,
10 Ruddington Dr,-79.391345,43.788807,Bayview Woods-Steeles,TRUE,PRIVATE,1967,2017,155,13,Novi Properties,2020-12-16,80,FALSE,,FALSE,,
1700 Finch Ave E,-79.3512943,43.7938958,Hillcrest Village,TRUE,TCHC,1979,2017,275,18,,2019-11-07,92,FALSE,,FALSE,,
1770 Eglinton Ave E,-79.3058362,43.7254256,Victoria Village,TRUE,PRIVATE,1982,2017,92,7,Oxford Properties Group,2019-11-05,88,TRUE,2016-02-05,FALSE,,
7 Anglesey Blvd,-79.5205511,43.6651396,Edenbridge-Humber Valley,TRUE,PRIVATE,1954,2017,19,4,Law Property Management,2020-12-15,88,FALSE,,FALSE,,
1 Richview Rd,-79.5132529,43.6851619,Edenbridge-Humber Valley,TRUE,PRIVATE,1969,2017,365,19,H & R Property Management Ltd,2019-10-29,90,FALSE,,FALSE,,
230 River St,-79.3598472,43.6642559,Cabbagetown-South St.James Town,TRUE,TCHC,1961,2017,25,3,TCH,2021-04-14,80,FALSE,,FALSE,,
317 Sherbourne St,-79.3719587,43.6617281,Moss Park,TRUE,PRIVATE,1931,2017,38,4,Westside Storeys Limited,2019-01-31,81,FALSE,,FALSE,,
510 Ontario St,-79.371568,43.665085,Cabbagetown-South St.James Town,TRUE,PRIVATE,1880,2017,13,3,,2020-11-12,67,FALSE,,FALSE,,
75 Spencer Ave,-79.4298514,43.6367995,South Parkdale,TRUE,PRIVATE,1960,2017,71,9,Metcap Living Management Inc.,2020-11-10,70,FALSE,,FALSE,,
124 Tyndall Ave,-79.4293822,43.6377177,South Parkdale,TRUE,PRIVATE,1956,2017,28,4,,2021-04-21,73,FALSE,,FALSE,,
112 Tyndall Ave,-79.4291915,43.6370734,South Parkdale,TRUE,PRIVATE,1960,2017,27,3,Property Services Inc.,2021-04-16,75,FALSE,,FALSE,,
91 Jameson Ave,-79.4348835,43.6351258,South Parkdale,TRUE,PRIVATE,1967,2017,76,11,Metcap Living Management Inc.,2019-11-04,83,FALSE,,FALSE,,
135 Rose Ave,-79.3716116,43.6704994,North St.James Town,TRUE,PRIVATE,1964,2017,239,15,Medallion Corporation,2019-01-30,80,TRUE,"2019-06-06, 2017-06-22",TRUE,2019,0.04%
85 Laing St,-79.3270463,43.6638435,Greenwood-Coxwell,TRUE,PRIVATE,1921,,13,3,,2020-12-14,66,FALSE,,FALSE,,
1475 King St W,-79.4396064,43.6361329,South Parkdale,TRUE,PRIVATE,1960,2017,44,3,Golden Equity Properties,2021-04-20,74,FALSE,,FALSE,,
1502 King St W,-79.4403348,43.6365901,South Parkdale,TRUE,PRIVATE,1952,2017,15,3,Pegasus Group,2020-11-20,61,TRUE,2018-08-13,FALSE,,
1504 King St W,-79.440493,43.636556,South Parkdale,TRUE,PRIVATE,1900,2017,15,3,Pergos Developments,2021-04-19,63,FALSE,,FALSE,,
21 Maynard Ave,-79.4373938,43.6381553,South Parkdale,TRUE,PRIVATE,1964,2017,117,11,,2020-10-20,77,FALSE,,FALSE,,
170 Jameson Ave,-79.4368172,43.6382757,South Parkdale,TRUE,PRIVATE,1960,2017,86,11,Pinedale Properties Ltd,2020-12-08,78,FALSE,,FALSE,,
3 Laxton Ave,-79.4377359,43.6391486,South Parkdale,TRUE,TCHC,1953,2017,42,8,,2021-04-07,77,FALSE,,FALSE,,
200 Jameson Ave,-79.4374559,43.6398227,South Parkdale,TRUE,PRIVATE,1962,2017,100,12,Metcap Living Management Inc,2019-01-10,90,TRUE,2017-08-14,FALSE,,
15 Pape Ave,-79.3361453,43.6594316,South Riverdale,TRUE,SOCIAL HOUSING,1988,2017,77,5,Ywca,2021-04-27,78,FALSE,,FALSE,,
245 Logan Ave,-79.342139,43.6602278,South Riverdale,TRUE,PRIVATE,1927,2017,21,4,,2020-11-17,88,FALSE,,FALSE,,
768 Pape Ave,-79.345962,43.681087,Playter Estates-Danforth,TRUE,PRIVATE,1990,2017,15,3,,2020-11-17,69,FALSE,,FALSE,,
3947 Lawrence Ave E,-79.203817,43.763815,Woburn,TRUE,TCHC,1970,2017,238,19,Del Management,2020-11-09,76,FALSE,,FALSE,,
3943 Lawrence Ave E,-79.2047561,43.7631616,Woburn,TRUE,TCHC,1970,2018,15,3,Del Management,2020-11-15,69,FALSE,,FALSE,,
3967 Lawrence Ave E,-79.2032067,43.7639701,Woburn,TRUE,PRIVATE,1970,2018,102,10,Cogir Management Corporation,2020-12-01,81,TRUE,"2020-03-04, 2019-08-27, 2018-10-01",FALSE,,
490 Eglinton Ave E,-79.383545,43.710006,Mount Pleasant East,TRUE,PRIVATE,1964,2017,51,8,Cromwell Management Inc.,2019-10-30,74,FALSE,,FALSE,,
460 Eglinton Ave E,-79.3840444,43.7100474,Mount Pleasant East,TRUE,PRIVATE,1959,2017,72,6,O'shanter Development Company,2019-10-30,81,TRUE,2020-01-02,FALSE,,
368 Eglinton Ave E,-79.386871,43.709434,Mount Pleasant East,TRUE,PRIVATE,1969,2017,149,13,The Howard Property Company,2019-10-30,88,TRUE,2020-07-01,FALSE,,
141 Erskine Ave,-79.393253,43.712049,Mount Pleasant West,TRUE,PRIVATE,1962,2017,160,13,,2019-10-29,81,FALSE,,FALSE,,
171 Erskine Ave,-79.3921245,43.7122326,Mount Pleasant West,TRUE,PRIVATE,1960,2017,47,13,,2019-10-29,80,FALSE,,FALSE,,
17 Rosseau Rd,-79.4368683,43.742711,Clanton Park,TRUE,PRIVATE,1953,2017,11,3,,2020-10-21,74,FALSE,,FALSE,,
2204 Dufferin St,-79.4483831,43.690445,Caledonia-Fairbank,TRUE,PRIVATE,1959,2017,28,4,,2021-04-23,70,FALSE,,FALSE,,
478 Caledonia Rd,-79.4610166,43.6893099,Caledonia-Fairbank,TRUE,PRIVATE,1970,2017,20,3,,2020-11-05,74,FALSE,,FALSE,,
3 Nashville Ave,-79.4730878,43.6832708,Keelesdale-Eglinton West,TRUE,PRIVATE,1957,2017,21,4,,2020-12-07,81,FALSE,,FALSE,,
2 Glenhaven St,-79.4700832,43.6915657,Beechborough-Greenbrook,TRUE,PRIVATE,1950,2017,24,4,,2021-04-15,78,FALSE,,FALSE,,
2558 Eglinton Ave W,-79.4718632,43.6911461,Beechborough-Greenbrook,TRUE,PRIVATE,1953,2017,29,4,La Strada Investments Limited,2020-11-17,85,FALSE,,FALSE,,
30 Clearview Heights,-79.4795784,43.6932375,Beechborough-Greenbrook,TRUE,PRIVATE,1960,2017,25,4,,2020-10-26,79,FALSE,,FALSE,,
245 Dunn Ave,-79.4337797,43.6402266,South Parkdale,TRUE,TCHC,1971,2017,384,20,,2019-11-04,71,FALSE,,FALSE,,
1 Church St,-79.3728691,43.6470344,Waterfront Communities-The Island,TRUE,TCHC,1996,2017,115,13,,2021-04-30,87,FALSE,,FALSE,,
200 Wellesley St E,-79.3736602,43.6680646,North St.James Town,TRUE,TCHC,1970,2017,719,29,,2019-12-03,56,FALSE,,FALSE,,
25 Gulliver Rd,-79.4776231,43.6985571,Brookhaven-Amesbury,TRUE,PRIVATE,1961,2017,52,7,M&R Property Management,2019-11-06,83,FALSE,,FALSE,,
35 Gulliver Rd,-79.4780733,43.6984397,Brookhaven-Amesbury,TRUE,PRIVATE,1967,2017,42,6,2211614 Ontario,2019-11-06,80,TRUE,"2019-05-24, 2017-01-17",FALSE,,
2110 Keele St,-79.476675,43.6999996,Brookhaven-Amesbury,TRUE,PRIVATE,1961,2017,93,9,,2019-03-12,88,FALSE,,FALSE,,
34 Gulliver Rd,-79.478055,43.6991988,Brookhaven-Amesbury,TRUE,PRIVATE,1961,2017,47,6,Rydel Management Inc.,2020-11-25,69,FALSE,,FALSE,,
2421 Keele St,-79.4781078,43.7105295,Maple Leaf,TRUE,PRIVATE,1953,2017,12,3,,2020-10-14,91,FALSE,,FALSE,,
1129 Don Mills Rd,-79.3430136,43.7377543,Banbury-Don Mills,TRUE,PRIVATE,1950,2017,46,6,Linwood Management Corporation,2020-11-13,77,FALSE,,FALSE,,
1133 Don Mills Rd,-79.3431329,43.7382647,Banbury-Don Mills,TRUE,PRIVATE,1960,2017,49,6,,2020-11-05,77,FALSE,,FALSE,,
1004 Lawrence Ave E,-79.341467,43.738219,Banbury-Don Mills,TRUE,PRIVATE,1958,2017,65,4,Capreit,2019-11-04,81,FALSE,,FALSE,,
65 Forest Manor Rd,-79.343956,43.773453,Henry Farm,TRUE,PRIVATE,1967,2017,218,17,Cogir Real Estate,2019-11-18,80,FALSE,,FALSE,,
52 Mabelle Ave,-79.5294509,43.6464053,Islington-City Centre West,TRUE,PRIVATE,1974,2017,310,22,Far Investments Inc.,2020-11-03,76,TRUE,2018-01-29,TRUE,2018,1.77%
315 The Kingsway,-79.523075,43.6650871,Edenbridge-Humber Valley,TRUE,PRIVATE,1952,,15,4,,2020-12-08,73,FALSE,,FALSE,,
308 The Kingsway,-79.523126,43.6641702,Edenbridge-Humber Valley,TRUE,PRIVATE,1952,,34,4,Gilindo Marcocchio Limited,2020-11-20,79,FALSE,,FALSE,,
1775 Weston Rd,-79.512986,43.699398,Weston,TRUE,PRIVATE,1967,2017,245,25,Weston Property,2020-11-09,65,FALSE,,FALSE,,
90 James St,-79.5420493,43.5900559,Long Branch,TRUE,PRIVATE,1960,2017,34,3,Greenwin Corp,2019-10-30,73,FALSE,,FALSE,,
